,feature_66,feature_442,feature_3,feature_299,feature_154
0,23.2216,0.9639,2207.0444,0.0595,0.0127
1,27.2716,0.8427,2155.3111,0.0662,0.0065
2,14.7061,0.9193,2173.4556,0.0519,0.0148
3,36.0791,0.7158,2224.0,0.0635,0.0159
4,24.3057,1.1255,2217.8111,0.0505,0.0078
5,19.1189,0.4782,2212.3,0.0242,0.0069
6,22.2064,0.656,2200.2,0.0655,0.014
7,25.3099,0.932,2209.8,0.0867,0.0137
8,24.2829,1.2771,2186.4111,0.08,0.0177
9,21.0974,0.5317,2182.5555,0.0449,0.0095
10,23.905,0.565,2173.2778,0.1099,0.013
11,17.5983,0.9361,2163.5889,0.1141,0.015
12,32.7483,0.9175,2162.5556,0.0266,0.0153
13,22.3647,0.7316,2236.0667,0.0486,0.0073
14,22.3694,0.8532,2239.4111,0.0607,0.0065
15,29.1429,0.7032,2227.2444,0.0585,0.0082
16,25.63381173722568,0.7139,2195.6667,0.0536,0.0057
17,44.78376974109432,0.8222,2207.0444,0.0868,0.0194
18,15.0471,0.6144,2164.3666,0.0359,0.0063
19,22.1659,0.9383,2170.0666,0.12570673895648993,0.0196
20,37.258,0.5593,2244.1111,0.0565,0.0153
21,21.7095,0.5836,2160.6,0.0166,0.0146
22,23.1287,0.78,2191.5667,0.0488,0.0072
23,30.7593,0.6373,2227.2222,0.071,0.0123
24,19.2834,0.7655,2224.6778,0.045,0.0053
25,27.2876,0.9965,2207.3889,0.0601,0.0167
26,24.3905,0.7928,2173.4556,0.053,0.0211
27,21.2465,0.7233,2210.8556,0.0643,0.0082
28,26.2754,0.6667,2230.4222,0.0339,0.0189
29,29.809,0.6641,2243.8556,0.1043,0.006
30,41.2374,0.7584,2171.9,0.0254,0.0131
31,30.4914,1.1255,2220.4778,0.0587,0.0047
32,22.9635,1.0541,2216.5,0.0286,0.0091
33,26.2691,0.442,2266.8333,0.0816,0.009
34,21.7926,0.9238,2205.7445,0.0679,0.0122
35,23.8157,0.6987,2124.8444,0.0472,0.01
36,26.4132,0.656,2208.5222,0.0175,0.0053
37,30.3233,0.7534,2228.4778,0.099,0.0114
38,26.448,0.8859,2247.3666,0.0257,0.0083
39,44.78376974109432,0.6901,2191.9,0.038,0.014
40,21.6831,0.5317,2191.3556,0.0327,0.0053
41,27.4102,1.0644,2223.0333,0.0384,0.0123
42,26.8979,0.6815,2165.0333,0.0393,0.0059
43,27.3211,0.7053,2189.9667,0.0805,0.0127
44,31.4501,0.5632,2218.0555,0.045,0.0148
45,23.5578,0.8716,2217.8667,0.0351,0.0065
46,22.1353,0.7613,2232.5889,0.0433,0.0203
47,32.7577,1.1525,2196.8,0.088,0.0061
48,22.7275,0.9136,2162.1333,0.1198,0.0058
49,33.272,0.684,2178.5889,0.0573,0.0155
50,30.1062,0.9251,2191.7889,0.0813,0.0161
51,25.9809,0.7663,2217.8667,0.0144,0.0167
52,24.7257,0.9251,2207.0444,0.061,0.0058
53,30.7182,0.5669,2206.4,0.0626,0.0065
54,44.78376974109432,0.7898,2196.6555,0.12570673895648993,0.0119
55,26.6305,0.8807,2183.1,0.0454,0.0055
56,22.5569,0.577,2228.4444,0.0397,0.0063
57,26.063,0.9588,2203.4556,0.0337,0.0053
58,22.1675,0.8435,2172.5333,0.05,0.0114
59,39.7257,0.8384,2207.0444,0.0339,0.0218
60,26.2833,1.0216,2246.5778,0.074,0.006
61,25.8939,0.7584,2206.3,0.0452,0.007405809631591129
62,26.0522,0.6641,2222.0111,0.0494,0.0113
63,26.2174,0.9965,2207.3889,0.0467,0.0142
64,19.9076,0.7506,2168.7,0.0387,0.0214
65,29.3176,0.7015,2160.3667,0.12570673895648993,0.0149
66,23.6041,0.9396,2175.9667,0.0644,0.0189
67,24.9899,0.8435,2178.6889,0.0875,0.0112
68,14.1135,0.7928,2238.5444,0.0535,0.0198
69,27.9713,0.481,2223.0444,0.0866,0.0072
70,37.532,0.6302,2191.9,0.0813,0.0133
71,24.5799,0.6641,2194.9556,0.0803,0.012
72,23.4468,0.7611,2238.1444,0.0119,0.0148
73,30.0288,0.7477,2218.0555,0.0564,0.0047
74,27.3802,0.8471,2204.6667,0.0551,0.0139
75,27.3069,0.6335,2167.2,0.09,0.0056
76,25.7305,0.4254,2231.0555,0.0342,0.0151
77,22.0576,0.7337,2114.9905673821277,0.0884,0.0054
78,30.9387,0.8136,2199.3,0.0532,0.0171
79,22.3195,0.6927,2175.1222,0.1084,0.0061
80,23.5326,1.0189,2233.1556,0.0678,0.0176
81,24.7337,0.8146,2201.0667,0.059,0.0059
82,26.2439,0.7258,2213.9111,0.0835,0.0054
83,23.2157,0.577,2179.2,0.0654,0.018
84,20.2591,1.0959,2222.3222,0.0466,0.0204
85,26.3407,0.8595,2172.3111,0.0849,0.0102
86,37.4668,1.1815,2213.7556,0.0355,0.0145
87,21.2309,0.8752,2183.3111,0.0859,0.0076
88,44.78376974109432,0.8716,2183.5,0.0517,0.0121
89,28.1684,0.5194,2211.4,0.0627,0.0135
90,31.4027,0.7392,2198.5667,0.0249,0.0154
91,28.9181,1.0143,2250.3667,0.0205,0.0067
92,18.6295,0.745,2173.4889,0.0697,0.0137
93,13.8957,0.8435,2173.4556,0.038,0.0161
94,28.0428,0.7032,2187.4111,0.0539,0.0055
95,26.4354,0.7643,2216.4778,0.0536,0.0073
96,29.5723,0.9079,2200.0666,0.0413,0.0076
97,30.6875,0.8229,2195.4444,0.0367,0.0066
98,27.7301,0.7611,2182.4111,0.0554,0.0141
99,25.4759,0.9726,2211.7222,0.0824,0.0092
100,25.02,0.7928,2186.9889,0.0394,0.017
101,27.5264,0.869,2170.9667,0.0525,0.0148
102,28.5851,0.466,2227.2444,0.0921,0.0046
103,26.336,1.062,2218.0555,0.0307,0.0052
104,21.0498,0.6163,2223.0444,0.0881,0.0139
105,24.8429,1.0551,2184.8778,0.0573,0.0061
106,20.9393,0.6222,2162.7556,0.0338,0.0088
107,23.8674,0.6796,2203.1667,0.0341,0.0061
108,17.735,0.9639,2178.6889,0.0231,0.0051
109,44.78376974109432,0.8556,2179.0445,0.0706,0.0163
110,26.254,0.8133,2136.4111,0.0489,0.0125
111,22.9551,0.593,2227.9778,0.0229,0.0086
112,23.7582,0.6641,2178.1444,0.0438,0.0051
113,20.0076,0.9274,2223.0444,0.0659,0.0077
114,36.3451,0.3973,2213.2889,0.0661,0.0124
115,26.3682,0.7852,2285.905176053776,0.077,0.012
116,22.7319,1.0918,2155.6333,0.0561,0.0042
117,23.5781,0.5779,2172.3111,0.0666,0.0112
118,17.7542,0.8446,2265.1889,0.0823,0.0143
119,22.2504,0.5478,2199.6334,0.0176,0.02635642520840247
120,29.1501,1.0135,2183.1,0.0572,0.0144
121,24.008260852841484,0.7093,2193.37618202619,0.0534,0.0126
122,44.78376974109432,0.7574,2224.4778,0.0332,0.0157
123,25.1172,0.593,2170.7444,0.0465,0.0133
124,23.5582,0.8343,2218.5778,0.0945,0.0056
125,22.513,1.1213,2215.1778,0.0305,0.0044
126,28.6073,0.5779,2180.5556,0.073,0.004
127,30.1818,0.8159,2159.0556,0.0559,0.0082
128,32.1774,0.6268,2205.5,0.0268,0.0185
129,20.2515,0.8159,2203.4556,0.0389,0.0099
130,27.0475,1.0541,2114.9905673821277,0.0804,0.0112
131,33.7771,0.7477,2194.5889,0.0425,0.0134
132,44.78376974109432,0.9836,2172.3666,0.0344,0.0095
133,23.112,0.9048,2210.2778,0.1053,0.0038
134,20.9574,0.9175,2195.1,0.0225,0.0103
135,19.9951,0.8235,2197.2667,0.0519,0.0235
136,25.2645,0.811,2218.0555,0.0559,0.0054
137,44.78376974109432,0.7574,2205.2222,0.0828,0.0145
138,29.012,0.7643,2179.0778,0.0653,0.02635642520840247
139,36.283,0.6163,2173.4889,0.0295,0.0136
140,21.9929,0.7139,2224.6778,0.0358,0.0094
141,30.9009,0.9175,2187.9889,0.0554,0.016
142,26.3771,0.7477,2198.7222,0.0357,0.0121
143,37.8425,0.573,2207.9555,0.0933,0.0146
144,24.1495,0.7532,2207.1,0.0334,0.0114
145,24.1581,0.573,2231.0555,0.0767,0.0068
146,27.7378,0.7507,2177.3222,0.0493,0.0146
147,28.7957,0.6787,2207.9555,0.0522,0.0163
148,28.4754,0.9588,2242.8555,0.0526,0.0102
149,22.8177,0.3963,2201.0667,0.0559,0.0092
150,28.2316,1.0186,2266.8333,0.0513,0.0111
151,30.5545,0.9683,2243.7778,0.0407,0.0163
152,44.78376974109432,1.0459,2221.9444,0.12570673895648993,0.0159
153,44.78376974109432,0.7584,2166.5222,0.0734,0.0146
154,22.8392,0.7059,2177.3222,0.091,0.018
155,24.7192,0.7928,2197.2667,0.0523,0.0076
156,39.8719,0.7524,2171.8111,0.0458,0.0139
157,21.6833,0.5955,2196.2111,0.03,0.0167
158,21.4549,0.577,2146.9111,0.0678,0.0109
159,22.4948,0.5194,2221.3667,0.0853,0.0115
160,33.5324,1.1623,2187.7888,0.0945,0.0066
161,31.622,0.8616,2180.5556,0.0571,0.0112
162,29.1444,0.5377,2200.7333,0.0169,0.0104
163,27.4264,0.7677,2249.2556,0.0362,0.006
164,23.9846,0.9048,2191.1333,0.0796,0.0095
165,23.2147,0.8883,2235.0556,0.064,0.0043
166,21.8556,0.7532,2195.1,0.0321,0.0149
167,27.0269,0.7408,2238.5444,0.0575,0.0238
168,30.4987,0.9332,2200.2,0.0501,0.0054
169,18.3248,0.6576,2178.0778,0.0495,0.0135
170,34.2074,0.8859,2211.6,0.0667,0.0109
171,20.7886,0.768,2196.8,0.054,0.0057
172,39.6865,0.7162,2196.6555,0.0953,0.0166
173,20.1161,1.0959,2196.6555,0.051,0.0123
174,25.9809,1.0541,2189.3556,0.029,0.0109
175,25.1055,0.9066,2181.1889,0.0243,0.0055
176,37.5213,0.7524,2197.2333,0.0601,0.0131
177,17.4684,0.8446,2239.4223,0.0636,0.0058
178,26.7205,0.8859,2218.6223,0.0779,0.0118
179,24.6207,0.7277,2195.9778,0.0478,0.0139
180,29.7075,0.8146,2167.2,0.0193,0.0129
181,44.78376974109432,0.9059,2178.7333,0.0588,0.0061
182,34.3077,0.9276,2243.8556,0.0412,0.013
183,24.0276,0.6385,2236.1111,0.0989,0.0126
184,25.5747,0.7852,2209.6667,0.0435,0.0132
185,22.1925,1.0189,2236.0667,0.0492,0.014
186,22.3699,0.8556,2214.7111,0.1044,0.0092
187,42.2381,1.148,2181.5111,0.0367,0.0081
188,25.6635,0.685,2203.4445,0.059,0.0165
189,23.1222,0.6796,2173.2778,0.0425,0.0146
190,30.222,0.6385,2173.2778,0.0456,0.0138
191,41.5043,0.7898,2183.4333,0.026,0.0093
192,44.78376974109432,0.9087,2139.2667,0.0521,0.0143
193,22.2242,0.9735,2184.8889,0.0405,0.0083
194,24.4119,1.0078,2233.1556,0.018,0.0184
195,25.4657,0.8859,2226.0667,0.0322,0.0101
196,26.114,0.6257,2181.0444,0.0834,0.0089
197,26.9505,0.5888,2141.0667,0.0507,0.011
198,32.7145,0.7954,2202.3556,0.0682,0.0102
199,21.6961,0.8235,2197.6444,0.062,0.0049
200,23.7588,0.4749,2203.1667,0.0832,0.0108
201,26.5186,0.8616,2228.7222,0.0618,0.0101
202,24.5318,0.9525,2180.8889,0.0613,0.0136
203,22.9188,0.6644,2232.0778,0.0694,0.006
204,22.1064,0.4382,2194.8,0.0443,0.0111
205,23.8635,0.8198,2200.1222,0.0452,0.0137
206,31.6904,0.7158,2185.8111,0.0542,0.0153
207,19.9232,0.9238,2218.8778,0.0678,0.0108
208,23.8635,0.7928,2176.6334,0.0443,0.0073
209,16.8961,0.713,2188.7111,0.0435,0.0058
210,18.8096,0.4389,2234.5222,0.0484,0.0141
211,29.6277,0.4817,2221.9778,0.0635,0.013
212,22.1063,0.9725,2208.4444,0.0772,0.006
213,28.2022,0.832,2200.0666,0.0293,0.0087
214,29.2332,0.7681,2159.0556,0.0349,0.0057
215,36.1696,0.6268,2192.1889,0.0481,0.0075
216,21.0159,0.7865,2210.3556,0.0188,0.0086
217,37.0555,0.9059,2197.6778,0.0475,0.0053
218,34.578,0.811,2218.5778,0.0447,0.0226
219,32.6371,1.026,2177.4333,0.0373,0.0075
220,34.6022,0.7015,2221.9444,0.12570673895648993,0.0086
221,20.0533,1.0393,2235.0556,0.0564,0.007
222,26.314,0.9525,2192.7556,0.0339,0.0088
223,26.5379,0.78,2230.7555,0.059,0.0144
224,28.3035,0.6373,2210.2778,0.0548,0.0075
225,19.1593,0.596,2185.9333,0.0513,0.0151
226,24.6278,0.7611,2137.6111,0.0505,0.0116
227,27.0311,0.9091,2178.5889,0.0612,0.008
228,38.8982,0.7584,2166.5222,0.0284,0.0168
229,22.8831,0.6163,2189.6778,0.0194,0.0126
230,27.6339,0.7558,2216.5,0.0313,0.0114
231,29.5672,0.8452,2177.0333,0.0703,0.0052
232,31.7775,0.9075,2231.6111,0.0625,0.0066
233,38.0547,0.8384,2224.0,0.0401,0.0165
234,20.9881,0.687,2205.2222,0.0443,0.0047
235,27.7301,0.6302,2172.9778,0.0569,0.0117
236,15.7033,0.9444,2192.3778,0.0314,0.0097
237,24.9562,0.8569,2167.4222,0.036,0.01
238,13.5705,0.5374,2208.6556,0.0098,0.0089
239,24.1408,0.4782,2206.4,0.0603,0.0087
240,30.1925,0.7719,2194.9556,0.0541,0.0092
241,21.8247,0.7613,2138.8778,0.039,0.0058
242,23.8107,0.6641,2192.5556,0.083,0.0184
243,31.8429,0.684,2215.5111,0.088,0.0168
244,25.0547,0.6373,2247.3666,0.0466,0.0057
245,21.0858,0.9726,2189.8778,0.0472,0.0044
246,24.6357,1.1248,2163.5889,0.0483,0.0123
247,29.8877,0.9332,2219.7667,0.0571,0.0053
248,31.4055,0.4744,2192.1889,0.0409,0.0155
249,24.3734,0.481,2210.8556,0.027,0.0085
250,30.1905,0.5329,2187.3444,0.0898,0.0159
251,14.406,0.5593,2243.7778,0.0576,0.0196
252,30.3384,0.9186,2208.9,0.0679,0.0129
253,19.7743,0.8735,2220.7111,0.0444,0.022
254,26.841,1.1638,2155.6333,0.0249,0.0099
255,30.0271,0.7337,2213.9111,0.0442,0.0116
256,39.587,0.7584,2206.5112,0.0485,0.0095
257,22.0794,0.8659,2243.8556,0.0344,0.0162
258,20.8163,0.9251,2197.6778,0.0348,0.0055
259,26.3647,0.6805,2188.6,0.0506,0.0111
260,32.4091,0.9707,2204.2889,0.0432,0.0103
261,24.2043,0.9255,2178.7333,0.0387,0.0235
262,25.1914,0.6815,2200.1222,0.0757,0.0057
263,21.3934,0.57,2217.8667,0.0571,0.0091
264,29.0059,0.7032,2171.5,0.0717,0.011
265,25.6619,0.6332,2201.8666,0.056,0.0111
266,34.4785,0.3512,2205.5,0.0663,0.0136
267,26.2155,0.9525,2172.8111,0.0822,0.0066
268,20.0249,0.9193,2183.3444,0.0639,0.009
269,28.6915,0.9715,2229.3333,0.0379,0.0091
270,27.8586,0.8336,2236.0667,0.0305,0.009
271,15.585,0.7121,2224.0,0.0547,0.0079
272,28.8169,0.6611,2183.5889,0.0542,0.0063
273,27.1415,0.8716,2199.6334,0.0303,0.0099
274,18.6383,0.6644,2260.2222,0.0296,0.0094
275,28.2459,0.7663,2217.0,0.0395,0.0177
276,28.4192,0.768,2167.9444,0.0427,0.0067
277,30.4269,0.593,2200.2,0.0589,0.0053
278,24.1042,0.9066,2192.7556,0.049,0.0153
279,29.7647,0.6903,2172.3111,0.028,0.0108
280,19.9304,0.8089,2200.2089057147396,0.0317,0.0136
281,29.085,0.9072,2214.9333,0.0517,0.0104
282,26.0255,0.8705,2246.5778,0.0693,0.0087
283,24.4489,0.9735,2229.3333,0.0364,0.0134
284,27.8129,0.6787,2217.0,0.0512,0.0079
285,23.195,0.815,2195.5,0.0431,0.0094
286,36.7408,1.0765,2244.9778,0.0452,0.0075
287,37.4995,0.8007,2239.3,0.0705,0.0122
288,29.5935,1.1869,2172.5333,0.077,0.0205
289,32.3553,0.714,2201.4636473400865,0.0499,0.0072
290,21.2995,0.8659,2241.1778,0.0778,0.0114
291,20.4284,1.0047,2186.9889,0.0436,0.0197
292,19.9683,0.7664,2200.9556,0.0682,0.0085
293,25.7524,0.8571,2188.5111,0.0418,0.0058
294,25.8775,1.0918,2192.7889,0.0762,0.0098
295,23.4612,0.7153,2124.8444,0.0463,0.0135
296,22.2958,0.6857,2244.9778,0.0688,0.0118
297,20.1338,0.7674,2218.8111,0.0322,0.0123
298,38.597,0.8384,2248.4222,0.0276,0.0066
299,12.0446,0.7316,2170.9667,0.0814,0.0081
300,35.4148,0.7059,2196.6889,0.0884,0.0234
301,26.26,1.1623,2231.9555,0.0558,0.0057
302,20.1913,0.7724,2199.6556,0.0739,0.0065
303,32.3293,0.8962,2203.0445,0.0481,0.023
304,19.9831,0.869,2173.4556,0.0598,0.0122
305,22.9633,0.9729,2183.3444,0.0539,0.0089
306,21.7752,0.8161,2134.7445,0.0569,0.0178
307,26.9923,0.5066,2205.2555,0.0583,0.0113
308,25.8412,0.6222,2245.3667,0.0428,0.0103
309,44.78376974109432,1.0803,2139.2667,0.0597,0.0143
310,30.1316,0.5677,2243.7778,0.0556,0.0175
311,22.863,0.5858,2206.9667,0.0651,0.0065
312,25.5177,1.1054,2195.1222,0.0371,0.0186
313,24.6273,0.9826,2171.8556,0.0518,0.02635642520840247
314,28.4535,0.9329,2216.8111,0.0748,0.0055
315,30.6183,0.9707,2192.7556,0.0198,0.0101
316,25.5848,0.604,2167.2,0.1118,0.005
317,30.3896,0.687,2170.9667,0.047,0.0131
318,28.8331,0.9329,2195.9778,0.083,0.0157
319,44.78376974109432,1.0551,2221.9444,0.0693,0.0065
320,19.9156,0.7642,2202.1222,0.0401,0.0066
321,27.1184,0.7532,2192.7889,0.0108,0.0083
322,25.2629,0.8336,2205.7,0.0734,0.0076
323,32.6343,1.148,2186.2667,0.0394,0.0111
324,25.2855,1.0338,2213.7556,0.0521,0.0051
325,26.308,1.0359,2206.1444,0.0412,0.0047
326,22.6131,1.0323,2224.0,0.0487,0.0054
327,32.7382,1.0478,2231.6111,0.0842,0.0051
328,25.4566,0.8435,2179.0778,0.0454,0.0043
329,23.6862,0.8807,2200.7333,0.059,0.0115
330,23.229,0.7643,2216.4778,0.0726,0.0105
331,26.658,1.0459,2180.6778,0.12570673895648993,0.0183
332,21.1288,1.0338,2213.7556,0.0361,0.0048
333,27.0904,0.9075,2189.6778,0.0593,0.0088
334,18.6087,0.8681,2180.1556,0.0717,0.0125
335,28.3785,0.577,2216.4778,0.0293,0.0063
336,26.5918,0.9276,2172.8111,0.0564,0.0119
337,28.1825,0.8155,2177.4333,0.0427,0.0103
338,34.1825,0.7677,2244.5,0.0437,0.0116
339,39.9106,0.7747,2184.8889,0.0452,0.0236
340,25.7025,0.8231,2171.8556,0.0647,0.0141
341,25.5875,0.7507,2243.7778,0.0368,0.0209
342,23.8478,0.9332,2194.5889,0.0834,0.0118
343,30.2685,0.9175,2187.9889,0.0278,0.0106
344,35.7866,0.9059,2196.6889,0.056,0.0189
345,23.5681,0.869,2172.1223,0.0342,0.0137
346,40.8846,0.3973,2203.1667,0.0466,0.0061
347,23.7727,0.8041,2218.0555,0.0744,0.0191
348,31.4605,1.0189,2171.8556,0.0488,0.0086
349,31.9995,0.4744,2216.8333,0.0809,0.0138
350,22.5764,0.8807,2177.0222,0.0496,0.0187
351,32.12609065324759,0.6644,2269.2556,0.0614,0.0101
352,23.241,0.8435,2170.9667,0.0468,0.0109
353,18.5853,1.0891,2174.8666,0.12570673895648993,0.0142
354,29.6922,0.685,2243.8556,0.0219,0.0048
355,33.7075,0.7719,2188.5444,0.0417,0.0129
356,30.1518,0.768,2236.0667,0.057,0.0168
357,29.1285,0.8159,2171.3222,0.0421,0.0079
358,25.8642,1.0631,2213.9111,0.0371,0.0092
359,20.8541,1.0216,2190.1555,0.102,0.0053
360,20.1394,0.8345,2212.7111,0.0476,0.0077
361,22.8619,0.8047,2218.7778,0.0389,0.0062
362,32.5387,1.0323,2177.3222,0.0571,0.0168
363,20.8256,1.0216,2220.0445,0.0852,0.0118
364,44.78376974109432,0.9413,2196.6889,0.073,0.0079
365,44.0701,0.9393,2171.9,0.0352,0.0115
366,29.5895,1.0393,2159.0556,0.0498,0.01
367,24.0616,0.745,2170.7444,0.0425,0.0049
368,44.78376974109432,0.6302,2285.905176053776,0.12570673895648993,0.0176
369,20.4431,1.062,2208.4444,0.0388,0.0182
370,23.2908,1.0338,2180.0556,0.0362,0.0225
371,23.9046,0.5194,2199.6556,0.0775,0.0149
372,24.8245,0.593,2266.8333,0.0402,0.0126
373,26.1208,0.6222,2174.7555,0.0509,0.0125
374,28.0815,0.587,2194.9556,0.0253,0.0098
375,23.3059,0.687,2186.9889,0.0424,0.0111
376,28.8578,0.7506,2165.0333,0.1222,0.0118
377,44.78376974109432,1.0803,2221.9444,0.0635,0.0086
378,29.7843,0.4744,2196.1111,0.0649,0.0128
379,25.9662,0.9361,2183.3111,0.016,0.0151
380,21.6796,0.713,2218.8778,0.0651,0.0083
381,31.879,0.7159,2200.9889,0.0361,0.0075
382,28.1985,0.5836,2164.3,0.0418,0.005
383,23.7087,0.687,2197.2333,0.0617,0.0066
384,25.2115,0.9826,2201.8222,0.0468,0.0096
385,35.2757,0.5677,2197.6778,0.0506,0.0062
386,30.013,0.466,2206.1444,0.0898,0.0092
387,28.6157,0.6066,2203.4556,0.1077,0.0118
388,31.0321,0.9683,2280.8222,0.0608,0.0228
389,18.7085,0.6242,2173.2778,0.0497,0.0144
390,21.9055,0.587,2211.7778,0.0649,0.01
391,24.0673,1.0323,2196.6889,0.0525,0.0103
392,18.2764,1.0323,2205.4667,0.0582,0.0232
393,32.176,0.7159,2210.2778,0.0207,0.0176
394,31.3396,1.0541,2194.3778,0.0476,0.0107
395,23.4301,0.8076,2199.6556,0.0996,0.0139
396,17.8357,0.9232,2217.4111,0.0322,0.0116
397,20.5351,0.9251,2168.7222,0.0408,0.0088
398,23.3895,0.6903,2210.2778,0.0647,0.0088
399,28.1392,0.7015,2224.6222,0.12570673895648993,0.014
400,31.7755,0.8297,2201.2889,0.0455,0.0112
401,26.8972,1.0393,2235.0556,0.0696,0.0053
402,29.1464,0.9735,2205.7222,0.0483,0.013
403,17.3399,1.0135,2189.6555,0.0508,0.0111
404,22.588,0.8343,2218.5778,0.0553,0.0044
405,25.0401,0.7507,2186.9889,0.0572,0.021
406,21.2359,0.7059,2197.2333,0.0675,0.0125
407,30.2702,0.5967,2204.2889,0.0611,0.0134
408,22.6626,0.6796,2187.9889,0.0885,0.0178
409,28.8106,1.0541,2114.9905673821277,0.0713,0.0096
410,30.7204,0.7534,2236.1111,0.1096,0.0131
411,39.683,1.1086,2187.5222,0.0574,0.0079
412,19.3697,0.9725,2208.4444,0.026,0.0061
413,18.6476,0.4221,2265.1889,0.0415,0.0133
414,22.8489,0.8752,2183.3111,0.039,0.0072
415,22.9832,0.8229,2231.6111,0.0393,0.0062
416,29.8057,0.8136,2205.5,0.0926,0.0149
417,38.9877,0.8556,2201.5777,0.054233859280506835,0.0229
418,14.8409,0.713,2202.2556,0.0379,0.0112
