,feature_421,feature_478,feature_125,feature_34,feature_442
0,1.8087,6.0266,15.82,8.6915,0.9639
1,1.4549,4.8218,15.73,8.3006,0.8427
2,1.988,6.158899999999999,15.689999999999998,8.7418,0.9192999999999999
3,2.8063,5.0612,15.770000000000001,8.6829,0.7158
4,1.0932,7.4828,15.95,8.5891,1.1255
5,0.7021,4.181300000000001,15.75,9.0744,0.4782
6,2.6353999999999997,5.9339,15.7,8.9132,0.656
7,1.9699,3.5466000000000006,15.61,8.3383,0.9319999999999999
8,2.2942999999999993,9.1221,15.95,8.659,1.2771
9,1.3589,3.3971,15.870000000000001,8.7512,0.5317
10,1.4902,4.7353,16.01,9.534,0.565
11,2.2458,5.268599999999999,15.99,8.5288,0.9361
12,2.5141999999999998,6.8676,15.71,8.1605,0.9174999999999999
13,0.9559000000000001,7.0359,15.95,8.8043,0.7316
14,0.8172999999999999,6.8146,15.79,8.7556,0.8531999999999998
15,1.653,2.7876000000000003,15.71,8.5571,0.7032
16,0.9921,6.16694,15.84,9.131,0.7139
17,2.7501,9.1675,15.73,8.5687,0.8222
18,0.5649,3.4324,16.07,8.7187,0.6144
19,3.0235,9.9444,15.54,8.441,0.9383
20,2.7521,5.9269,15.92,9.5642,0.5593
21,2.126,10.1458,15.66,8.6706,0.5836
22,1.0582,7.557099999999999,15.79,8.7867,0.78
23,1.6263999999999998,3.369,15.71,8.8581,0.6373
24,0.9130999999999999,4.8707,15.73,8.8624,0.7655
25,2.3232,5.817,15.84,8.6397,0.9964999999999999
26,2.6912,3.4949,15.99,9.5713,0.7928
27,1.1494,3.9522,15.870000000000001,8.2345,0.7233
28,2.5678,8.8016,15.84,9.1502,0.6667
29,0.8233000000000001,3.706,15.75,8.6544,0.6641
30,1.9599,7.1799,15.73,8.79266,0.7584
31,0.5995,6.11,15.95,8.5891,1.1255
32,1.6993,6.0246,15.75,8.287,1.0541
33,1.4106,2.9235,15.73,8.5851,0.442
34,2.4229,4.0558,15.92,8.572,0.9237999999999998
35,1.9827,6.82888,15.97,9.7836,0.6987
36,1.9321,7.1443,15.7,8.9132,0.656
37,1.5853,2.3646,15.74,9.0447,0.7534
38,1.3856,10.0705,15.76,8.9191,0.8858999999999999
39,2.1897999999999995,6.1617,15.680000000000001,9.2405,0.6901
40,0.758,4.358200000000001,15.770000000000001,8.7512,0.5317
41,2.0262,5.7628,16.05,8.9336,1.0644
42,0.8953999999999999,4.319,15.73,8.8909,0.6815
43,1.686,3.2036,15.8,8.7635,0.7053
44,1.9768999999999999,6.747999999999999,15.85,9.1855,0.5632
45,0.8224999999999999,6.0536,15.98,9.0121,0.8716
46,3.0263,5.1949,15.64,9.094,0.7613
47,0.9488999999999999,6.4204,15.85,8.536,1.1525
48,0.6982,2.582,15.75,8.8097,0.9136
49,1.8650000000000002,4.579500000000001,15.75,8.58,0.684
50,2.9276,5.1848,15.770000000000001,8.8287,0.9251
51,1.6524000000000003,4.6249,16.04,8.7219,0.7663
52,2.2843,3.9097,15.88,8.4092,0.9251
53,0.7504,6.014999999999999,15.779999999999998,9.6515,0.5669
54,0.6393,6.0748,15.74,9.1784,0.7898
55,1.0597,6.026,15.75,8.5987,0.8807
56,0.7677,3.4708,15.96,9.754,0.577
57,0.5105,6.1979,15.63,8.5855,0.9588
58,1.9332,4.885700000000001,15.88,8.7994,0.8435
59,0.587,4.454400000000001,15.88,8.5177,0.8384
60,0.7364,3.9991,15.73,8.2395,1.0216
61,1.3661999999999999,3.4878,15.778,8.1728,0.7584
62,1.5628,3.4793000000000003,15.8,8.6544,0.6641
63,2.2048,3.9691,15.84,8.6397,0.9964999999999999
64,3.4596,3.2357,15.73,8.322,0.7506
65,2.1093999999999995,4.273200000000001,16.03,9.2007,0.7015
66,1.8251,4.392200000000001,15.67,8.3331,0.9396
67,1.8930999999999998,7.684,15.88,8.7994,0.8435
68,3.6139000000000006,6.9474,15.75,9.5713,0.7928
69,0.7325,2.8027,15.75,9.088,0.481
70,1.4955,5.2293,15.814,8.8249,0.6302
71,1.7461,5.8268,15.71,8.6544,0.6641
72,2.0227,3.2661999999999995,15.75,8.6472,0.7611
73,2.6144,7.154799999999999,15.870000000000001,9.04198,0.7477
74,2.0111,5.6613999999999995,15.51,8.7538,0.8470999999999999
75,0.6356,6.4234,15.96,9.0425,0.6335
76,2.1069999999999998,4.8172,15.84,9.1526,0.4254
77,0.9782,4.8741,15.82,8.8546,0.7337
78,2.6641999999999997,7.3252,15.57,8.2963,0.8136
79,0.6798,4.3696,15.7,8.8519,0.6927
80,1.7616,8.4684,15.97,8.5779,1.0189
81,0.8233000000000001,4.533,15.88,8.8132,0.8146
82,0.9967,5.2201,15.74,8.9979,0.7258
83,2.1239,6.867399999999999,15.870000000000001,9.754,0.577
84,2.2423999999999995,6.7229,15.7,8.6667,1.0959
85,1.0328,3.952,15.65,8.1161,0.8594999999999999
86,3.0711,9.4756,15.75,8.6013,1.1815
87,2.7535,4.368200000000001,15.770000000000001,9.7324,0.8751999999999999
88,1.558,6.6127,15.98,9.0121,0.8716
89,1.8251,5.5044,16.01,8.8356,0.5194
90,2.2185,6.5896,15.870000000000001,8.9607,0.7392
91,1.1295,5.515,15.71,8.8078,1.0143
92,2.2274,2.7352,16.07,8.7782,0.745
93,2.3212999999999995,10.7271,15.91,8.7994,0.8435
94,0.728,2.5503,15.89,8.5571,0.7032
95,0.985,5.7983,15.95,8.9635,0.7643
96,1.45012,3.3645000000000005,15.94,8.6427,0.9078999999999999
97,1.2342,4.3431,15.72,9.03112,0.8229
98,2.1252,4.2125,15.51,8.6472,0.7611
99,1.9196,5.801,15.66,8.2638,0.9726000000000001
100,1.8766,6.0602,15.85,9.5713,0.7928
101,2.2727,5.0466,15.92,8.5251,0.8689999999999999
102,0.6018,6.2631,15.75,8.7779,0.46599999999999997
103,0.8932,6.8782,15.76,8.8513,1.062
104,2.1523999999999996,8.3516,15.84,8.6556,0.6163
105,0.5819,8.4149,15.770000000000001,9.0998,1.0551
106,1.8864,8.2175,15.63,8.5889,0.6222
107,0.8375999999999999,8.9509,15.62,8.8973,0.6796
108,0.9826,2.6252,15.85,8.6915,0.9639
109,2.3235999999999994,8.9647,15.83,8.7879,0.8556
110,1.4712,7.076,15.72,8.2823,0.8133
111,0.9955,4.252,15.71,8.6799,0.593
112,0.6129,3.626,15.74,9.1638,0.6641
113,1.2073,5.1132,15.84,8.9605,0.9273999999999999
114,1.6664,4.736,15.61,9.7137,0.3973
115,1.7749999999999997,8.7071,15.71,9.7571,0.7852
116,0.4866,4.641700000000001,15.99,8.5459,1.0918
117,1.4757,6.1962,15.7,8.3663,0.5779
118,1.836,6.5265,15.76,8.7947,0.8446
119,1.6404000000000003,6.6675,15.82,9.0145,0.5478
120,2.7056999999999998,6.012,15.74,8.6439,1.0135
121,1.7405,3.64106,15.82,8.2981,0.7093
122,1.7306000000000001,4.7846,15.779999999999998,9.043,0.7574
123,2.1812999999999994,2.1779,15.73,8.6799,0.593
124,1.1449,5.0601,15.85,9.0622,0.8342999999999999
125,0.6254,5.5115,15.7,9.0811,1.1213
126,0.8176,4.6997,15.770000000000001,8.3663,0.5779
127,0.4724,7.921400000000001,15.770000000000001,8.7932,0.8159
128,2.9509,4.8058,15.73,8.3675,0.6268
129,1.2537,8.0418,15.61,8.7932,0.8159
130,2.1511999999999993,6.5778,15.82,8.287,1.0541
131,2.7453999999999996,4.3419,15.8,8.60146,0.7477
132,1.4538,3.4781,15.862,8.8388,0.9835999999999999
133,0.7672,5.7289,15.9,8.6772,0.9048
134,1.4371,5.6591,15.870000000000001,8.1605,0.9174999999999999
135,3.5447,3.3141000000000003,15.79,8.6406,0.8235
136,0.8435,3.3826,15.73,9.2291,0.811
137,1.8808000000000002,6.0188,15.75,9.043,0.7574
138,1.411,3.3903,15.97,8.9635,0.7643
139,1.7813,4.028500000000001,15.98,8.6556,0.6163
140,1.9253,5.8022,15.73,9.131,0.7139
141,2.6715,5.115600000000001,15.73,8.1605,0.9174999999999999
142,2.1351,5.243,15.870000000000001,8.99224,0.7477
143,2.3414,8.4634,15.85,8.8215,0.573
144,1.7749999999999997,4.0841,15.61,8.6384,0.7532
145,1.02,5.2041,15.85,8.8215,0.573
146,2.4077999999999995,6.634,15.870000000000001,9.4832,0.7507
147,1.9112999999999998,5.8656,15.74,8.3845,0.6787
148,1.3434,5.7486,15.96,8.5855,0.9588
149,1.1369,5.460600000000001,15.97,8.7696,0.3963
150,0.7179,5.4421,15.73,8.7383,1.0186
151,2.7813,6.1628,15.85,8.5788,0.9683
152,2.0708,4.2114,15.8,8.7487,1.0459
153,2.6077999999999997,2.8513,15.82,8.80636,0.7584
154,3.1338999999999997,8.171,15.85,9.1757,0.7059
155,1.0383,3.0125,15.92,9.5713,0.7928
156,2.4535999999999993,6.2537,15.72,8.872,0.7524
157,3.4671,8.3929,15.860000000000001,9.6234,0.5955
158,2.3014,7.2471,15.61,9.754,0.577
159,1.3672,3.9769999999999994,15.64,8.8356,0.5194
160,0.8620000000000001,2.9266000000000005,15.7,9.4336,1.1623
161,2.2266999999999997,6.9715,15.7,8.6695,0.8615999999999999
162,1.8963,4.9807,15.91,8.7897,0.5377
163,1.0244,2.8666000000000005,15.7,9.0942,0.7677
164,1.7514,2.7091,15.8,8.6772,0.9048
165,0.8049,6.8317,15.85,8.9546,0.8882999999999999
166,2.1632999999999996,3.6851999999999996,15.57,8.6384,0.7532
167,3.3969000000000005,4.603200000000001,15.8,8.6211,0.7408
168,0.6876,4.0177000000000005,15.71,8.5862,0.9332
169,2.3478,3.9273,15.84,9.396,0.6576
170,1.3299,2.5684,15.72,8.9191,0.8858999999999999
171,0.8251999999999999,5.0709,15.85,8.8384,0.768
172,2.4317,4.8214,15.8,9.1502,0.7162
173,2.1292,5.766800000000001,15.8,8.6667,1.0959
174,1.5148,4.6526,15.74,8.287,1.0541
175,0.5628,3.3925,15.56,8.7552,0.9066
176,2.2772,4.3312,15.770000000000001,8.872,0.7524
177,1.8718,6.560379999999999,15.74,8.7947,0.8446
178,2.5222,5.7275,15.71,8.9191,0.8858999999999999
179,2.1378999999999997,4.8219,15.73,9.2036,0.7277
180,2.3022,5.3451,15.89,8.8132,0.8146
181,1.1073,7.6393,15.84,8.5405,0.9059
182,2.1375,7.8141,15.689999999999998,8.5298,0.9276000000000001
183,1.955,6.275,15.75,8.2914,0.6385
184,2.0028,2.8462,15.74,9.7571,0.7852
185,1.6881000000000002,5.4338,15.93,8.5779,1.0189
186,2.7002,5.3468,15.9,8.7879,0.8556
187,1.6525,5.096099999999999,15.770000000000001,8.6309,1.148
188,2.9692,4.7428,15.76,8.7646,0.685
189,1.9954999999999998,5.0348,15.689999999999998,8.8973,0.6796
190,1.8234,3.3746,16.01,8.2914,0.6385
191,1.4548,8.5107,15.870000000000001,9.1784,0.7898
192,1.9924,8.6072,15.72,9.2362,0.9087
193,1.0834,3.6629,15.93,8.4896,0.9735
194,2.0297,7.5994,15.95,9.308,1.0078
195,1.278,6.4316,15.93,8.9191,0.8858999999999999
196,1.2354,6.585700000000001,15.779999999999998,8.3179,0.6257
197,1.4825,4.416800000000001,15.770000000000001,9.0776,0.5888
198,1.5611,6.5365,15.71,8.7548,0.7954
199,1.0077,5.5785,15.83,8.6406,0.8235
200,1.8409,7.499299999999999,15.8,8.9541,0.47490000000000004
201,2.0961,6.8146,15.82,8.6695,0.8615999999999999
202,1.9215,7.901699999999999,15.71,9.4749,0.9525000000000001
203,0.8874,2.8024,15.71,8.0787,0.6644
204,1.5426,6.7038,15.67,8.5407,0.4382
205,2.1252,3.1843,15.62,9.3868,0.8197999999999999
206,2.6824,6.6161,15.9,8.6829,0.7158
207,1.8492000000000002,5.5553,15.8,8.572,0.9237999999999998
208,0.7962,4.281300000000001,15.9,9.5713,0.7928
209,1.1332,3.2839,15.8,8.3588,0.713
210,1.9733,5.7825,15.99,8.7851,0.4389
211,2.1247999999999996,5.4237,15.71,8.8105,0.4817
212,2.4001,3.6741,15.88,8.5266,0.9725
213,1.1627,5.2008,15.94,8.5615,0.832
214,0.7652,6.4924,15.83,8.78632,0.7681
215,0.9079000000000002,5.4535,15.73,8.3675,0.6268
216,1.297,4.0832,15.93,8.5494,0.7865
217,0.6016,6.8752,15.82,8.5405,0.9059
218,3.2785000000000006,6.2047,15.92,9.2291,0.811
219,1.0596,3.8697,15.56,8.941,1.026
220,0.9323000000000001,8.285,15.79,9.2007,0.7015
221,0.9712000000000001,9.0309,15.85,8.5135,1.0393
222,1.4585,4.2645,15.56,9.4749,0.9525000000000001
223,1.7501,6.679,15.75,8.7867,0.78
224,1.5833,2.7794,15.770000000000001,8.8581,0.6373
225,2.7268999999999997,8.8334,15.83,9.3998,0.596
226,1.3701,4.1438,15.599999999999998,8.6472,0.7611
227,0.5965,2.7758,15.689999999999998,9.0639,0.9091
228,2.2180999999999997,4.594399999999999,15.83,8.718319999999999,0.7584
229,1.3857,4.257300000000001,15.74,8.6556,0.6163
230,1.5165,2.2725,15.770000000000001,8.4278,0.7558
231,0.8135000000000001,4.4714,15.72,9.065,0.8451999999999998
232,1.1642,4.133500000000001,15.93,8.5735,0.9074999999999999
233,2.7878,6.991799999999999,15.92,8.5177,0.8384
234,0.7131,4.6953,15.770000000000001,8.8505,0.687
235,2.543,4.7511,15.9,8.8249,0.6302
236,1.3642,6.0735,15.860000000000001,8.9562,0.9444
237,1.0315,6.6138,15.76,8.7164,0.8569
238,1.2181,4.3849,15.82,9.0061,0.5374
239,1.2591,5.8227,15.73,9.0744,0.4782
240,1.8574,6.381,15.71,8.6611,0.7719
241,0.7752,5.7213,15.8,9.094,0.7613
242,2.3521999999999994,3.7079,15.65,8.6544,0.6641
243,3.1517999999999997,3.7167,15.79,8.58,0.684
244,0.8157,3.0271,15.65,8.8581,0.6373
245,1.2656,4.8457,15.72,8.2638,0.9726000000000001
246,1.7824,5.4141,15.91,8.6005,1.1248
247,0.4774,2.8331000000000004,15.71,8.5862,0.9332
248,1.9589,4.9627,15.66,8.2061,0.47439999999999993
249,0.9041,7.0696,15.84,9.088,0.481
250,2.896,7.2043,15.73,8.6024,0.5329
251,2.6733,3.1529,15.79,9.5642,0.5593
252,2.2056,3.0517,15.61,8.4537,0.9186
253,3.1110999999999995,5.9742,15.74,8.95738,0.8735
254,1.5064,4.8678,15.99,8.3324,1.1638
255,1.5364,7.7983,15.7,8.8546,0.7337
256,1.4232,6.9887,15.680000000000001,8.79384,0.7584
257,2.4854,5.4916,15.689999999999998,8.7597,0.8658999999999999
258,1.0244,4.8265,15.73,8.4092,0.9251
259,1.4587,10.5293,15.71,8.5596,0.6805
260,1.7749999999999997,5.9053,15.54,8.886,0.9707000000000001
261,3.4979,2.8783999999999996,15.79,9.2171,0.9254999999999999
262,0.7925,2.4776,16.09,8.8909,0.6815
263,1.2446,6.2851,16.0,8.7662,0.57
264,1.5641,4.0368,15.770000000000001,8.5571,0.7032
265,1.9608,5.9176,15.65,8.9221,0.6332
266,1.6343,6.2186,15.71,8.8868,0.3512
267,1.0407,4.426300000000001,15.96,9.4749,0.9525000000000001
268,1.4277,6.4326,15.9,8.7418,0.9192999999999999
269,1.0676,5.23246,15.93,8.5788,0.9715000000000001
270,0.9587,4.5494,15.97,9.4257,0.8336
271,3.455,4.018600000000001,15.85,8.9416,0.7121
272,0.995,4.1182,15.870000000000001,9.3181,0.6611
273,1.9302,2.8961,15.75,9.0121,0.8716
274,1.5435,4.1739,15.71,8.0787,0.6644
275,2.1488999999999994,5.941,15.66,8.1409,0.7663
276,1.35,3.4182,16.02,8.8384,0.768
277,0.7577,3.2156,15.7,8.6799,0.593
278,2.6027,3.4776,15.67,8.7552,0.9066
279,1.472,4.2753,15.7,8.8548,0.6903
280,1.6735,3.95,15.79,8.9036,0.8089
281,2.1118999999999994,7.3841,15.95,9.2016,0.9072
282,1.2718,4.142500000000001,15.81,8.3273,0.8704999999999999
283,1.3634,4.5331,15.79,8.4896,0.9735
284,0.8958999999999999,5.6678,15.66,8.3845,0.6787
285,1.9193999999999998,4.001,15.71,8.9833,0.8149999999999998
286,0.9013,6.1557,15.75,8.9857,1.0765
287,1.6419,10.2688,15.779999999999998,9.2658,0.8007
288,2.9613,5.8984,15.88,8.6527,1.1869
289,0.887,3.8611,15.779999999999998,8.7199,0.714
290,1.3566,7.1475,15.66,8.7597,0.8658999999999999
291,2.1945999999999994,6.4164,15.84,8.5952,1.0047
292,1.7398000000000002,5.5662,15.82,8.2832,0.7664
293,0.697,3.2527,15.66,8.8355,0.8571
294,1.5606,4.6677,15.75,8.94096,1.0918
295,2.7213999999999996,7.5564,15.97,9.2047,0.7153
296,1.612,3.6107,15.71,8.2776,0.6857
297,1.5762,2.9642,15.8,8.4891,0.7674
298,0.9173999999999999,3.8138,15.8,8.8945,0.8384
299,1.5739,5.415419999999999,15.99,8.8043,0.7316
300,3.1758999999999995,5.0984,15.88,9.1757,0.7059
301,0.9381,7.5974,15.779999999999998,9.4336,1.1623
302,0.8528,2.9657,15.770000000000001,8.7402,0.7724
303,3.3517,8.7115,15.73,9.5689,0.8962
304,1.8691999999999998,5.8522,15.92,8.5251,0.8689999999999999
305,1.9806000000000001,10.5022,15.89,9.6938,0.9729
306,1.739,5.603699999999999,15.67,8.3006,0.8160999999999999
307,1.603,3.1248999999999993,15.74,9.2064,0.5066
308,2.1100999999999996,6.41,15.63,8.5889,0.6222
309,2.0531,3.5925,15.72,8.6324,1.0803
310,1.9620000000000002,8.5333,15.89,9.4043,0.5677
311,0.6811,5.0427,15.73,9.1637,0.5858
312,2.4636,4.525800000000001,15.84,8.6789,1.1054
313,0.9467,9.2809,16.04,8.5334,0.9826
314,0.5997,6.16,15.72,8.3267,0.9329000000000001
315,1.757,5.0841,15.770000000000001,8.886,0.9707000000000001
316,1.2101,4.4311,15.91,8.7283,0.604
317,1.6621999999999997,5.08288,15.74,8.8505,0.687
318,2.1459,7.3778,15.73,8.3267,0.9329000000000001
319,0.6991,3.4412,15.73,9.0998,1.0551
320,0.9218,5.579899999999999,15.75,9.3335,0.7642
321,1.1523,3.8619,15.770000000000001,8.6384,0.7532
322,1.6313,3.1241,15.75,8.7015,0.8336
323,1.8787,7.3364,15.79,8.6309,1.148
324,0.7543,6.04266,15.75,8.5232,1.0338
325,0.8444,4.3145,15.7,8.6149,1.0359
326,0.9225,6.7011,15.73,8.531,1.0323
327,0.5484,5.8666,15.580000000000002,8.8889,1.0478
328,0.5202,4.571,15.770000000000001,8.7994,0.8435
329,2.06,3.4914000000000005,15.91,8.5987,0.8807
330,2.1482999999999994,5.4374,15.96,8.9635,0.7643
331,3.2684000000000006,3.0761,15.82,8.7487,1.0459
332,0.8538,5.31514,15.75,8.5232,1.0338
333,1.1948,6.818,15.870000000000001,8.5735,0.9074999999999999
334,2.6818999999999997,4.502500000000001,15.74,8.8741,0.8681
335,1.2137,5.7431,15.96,9.754,0.577
336,2.1677,7.111699999999999,16.07,8.5298,0.9276000000000001
337,1.585,6.8431,15.81,8.3823,0.8154999999999999
338,1.6569999999999998,2.6227,15.779999999999998,9.0942,0.7677
339,3.4495000000000005,3.4881,15.93,9.2655,0.7747
340,1.2794,9.2986,16.04,8.7812,0.8230999999999999
341,2.9175,4.7381,15.92,9.4832,0.7507
342,2.5844,5.6564000000000005,15.73,8.5862,0.9332
343,1.7994,4.4719,15.73,8.1605,0.9174999999999999
344,2.7769,8.6732,15.85,8.5405,0.9059
345,1.9091,3.3887,15.92,8.5251,0.8689999999999999
346,0.8401,6.4163,15.62,9.7137,0.3973
347,2.7411,2.5138,15.73,9.2328,0.8041
348,0.7289,8.0986,16.04,8.5779,1.0189
349,2.0969999999999995,5.000099999999999,15.73,8.2061,0.47439999999999993
350,2.7709999999999995,7.3977,15.73,8.5987,0.8807
351,1.6154,4.42106,15.75,8.0787,0.6644
352,2.0192,6.027480000000001,15.74,8.7994,0.8435
353,2.5299999999999994,3.5482,15.74,8.6942,1.0891
354,0.7463,3.8467,15.689999999999998,8.7646,0.685
355,1.2939,4.6662,15.7,8.6611,0.7719
356,1.932,5.1698,15.870000000000001,8.8384,0.768
357,0.9046,5.678,15.97,8.7932,0.8159
358,1.7227,6.4728,15.7,8.7932,1.0631
359,1.1061,6.0985,15.74,8.2395,1.0216
360,1.1436,6.4151,15.93,8.828,0.8344999999999999
361,0.6872,4.071300000000001,15.73,8.1166,0.8047
362,2.8023,9.9885,15.82,8.531,1.0323
363,2.4189,4.8167,15.79,8.2395,1.0216
364,1.1171,8.4171,15.85,9.7484,0.9413000000000001
365,1.7634,5.2587,15.64,8.99686,0.9393
366,1.317,3.8097000000000003,15.83,8.5135,1.0393
367,0.5958,8.226,15.66,8.7782,0.745
368,2.5187999999999997,6.8912,15.8,8.8249,0.6302
369,2.7418999999999993,4.6662,15.88,8.8513,1.062
370,0.6868,8.1722,15.85,8.5232,1.0338
371,2.091,4.6148,15.770000000000001,8.8356,0.5194
372,1.4633,2.1151,15.680000000000001,8.6799,0.593
373,1.8734999999999997,8.6037,15.779999999999998,8.5889,0.6222
374,1.4747,3.5046,15.76,8.7373,0.587
375,2.5589,4.8816,15.85,8.8505,0.687
376,1.9701000000000002,6.733599999999999,15.83,8.322,0.7506
377,0.9044,6.411,15.73,8.6324,1.0803
378,1.7826999999999997,3.253,15.76,8.2061,0.47439999999999993
379,2.8894,5.6832,15.85,8.5288,0.9361
380,1.553,4.0468,15.65,8.3588,0.713
381,1.0624,4.0905000000000005,15.82,8.7401,0.7159
382,1.1577,5.533,15.95,8.6706,0.5836
383,0.9758,7.1405,15.82,8.8505,0.687
384,1.0766,5.7586,15.97,8.5334,0.9826
385,0.7881,4.3502,15.67,9.4043,0.5677
386,1.2624,5.1544,15.74,8.7779,0.46599999999999997
387,1.5908,5.6555,15.72,8.7073,0.6066
388,2.7855999999999996,9.4912,15.83,8.5788,0.9683
389,1.6534,3.9964999999999997,16.01,8.7037,0.6242
390,1.3198,3.2659,15.770000000000001,8.7373,0.587
391,1.8891,9.1891,15.75,8.531,1.0323
392,2.4727999999999994,3.8906,15.91,8.5218,1.0323
393,2.6303999999999994,3.5871000000000004,15.82,8.7401,0.7159
394,2.155,4.7695,15.71,8.287,1.0541
395,1.8990000000000002,5.3052,15.770000000000001,8.3808,0.8076
396,1.3708,3.6369,15.72,8.4509,0.9232
397,0.8669,3.4436000000000004,15.689999999999998,8.4092,0.9251
398,1.2213,4.0141,15.9,8.8548,0.6903
399,2.2359,5.096,15.8,9.2007,0.7015
400,1.9062,8.9143,15.54,8.5615,0.8296999999999999
401,0.9006,4.7835,15.9,8.5135,1.0393
402,1.456,5.2717,15.89,8.4896,0.9735
403,2.2752999999999997,8.3032,15.779999999999998,8.6439,1.0135
404,0.9237999999999998,6.723499999999999,15.814,9.0622,0.8342999999999999
405,2.3814,6.5836,15.85,9.4832,0.7507
406,2.2570999999999994,8.1065,15.84,9.1757,0.7059
407,1.9623999999999997,3.965,15.47,8.8054,0.5967
408,2.718,5.26518,15.71,8.8973,0.6796
409,1.7729,1.9674,15.75,8.287,1.0541
410,1.8911,6.4423,16.01,9.0447,0.7534
411,1.229,6.364,15.779999999999998,8.7495,1.1086
412,1.0635,3.7264,15.67,8.5266,0.9725
413,2.8607,3.5796,15.74,9.3851,0.4221
414,1.0277,9.7565,15.85,9.7324,0.8751999999999999
415,0.7342,5.3740000000000006,15.57,8.80972,0.8229
416,1.8462,4.2716,15.73,8.2963,0.8136
417,3.3147000000000006,4.358900000000001,15.85,8.7879,0.8556
418,1.8069999999999997,4.7003,15.73,8.3588,0.713
419,2.3879,4.8902,15.860000000000001,8.627,0.5742
420,1.189,4.0074,15.81,8.5251,0.8689999999999999
